sitename,regionnumb,trendsite,rookery,month,day,year,pupcount,counttype,source,replicate,counter,comments
GRAN (LEDGE) POINT,5,0,0,6,23,2013,0,3,1,n,KLS,
GRANITE CAPE,6,0,0,6,25,2013,0,3,1,n,KLS,
GRAVES ROCK,5,1,1,6,24,2013,549,3,1,n,KLS,
GRINDALL,5,0,0,6,23,2013,0,3,1,n,KLS,
HAZY,5,1,1,6,22,2013,1834,3,1,n,KLS,
HOOK POINT,6,0,0,6,25,2013,0,3,1,n,KLS,
INIAN,5,0,0,6,24,2013,0,3,1,n,KLS,
JACOB ROCK,5,1,0,6,23,2013,0,3,1,n,KLS,
JUDE,8,0,1,7,9,2013,341,3,1,n,KLS,
KAIUCHALI (BIORKA),5,0,0,6,23,2013,0,3,1,n,KLS,
KAK,8,0,0,7,9,2013,0,3,1,n,KLS,
KILOKAK ROCKS,7,0,0,7,8,2013,0,3,1,n,KLS,
KODIAK/CAPE IKOLIK,7,0,0,7,8,2013,0,3,1,n,KLS,
KODIAK/CAPE UGAT,7,0,0,6,28,2013,0,3,1,n,KLS,
KODIAK/STEEP CAPE,7,0,0,6,28,2013,0,3,1,n,KLS,
LATAX ROCKS,7,1,0,6,28,2013,15,3,1,n,KLS,
LIGHTHOUSE ROCKS,8,0,1,7,9,2013,8,3,1,n,KLS,
LONG ISLAND,7,1,0,6,28,2013,0,3,1,n,KLS,
MARMOT,7,1,1,6,28,2013,553,3,1,n,KLS,
Middle Pass Rock,5,0,0,6,24,2013,0,3,1,n,KLS,
NAGAI ROCKS,7,0,0,7,8,2013,7,3,1,n,KLS,
NAGAI/MOUNTAIN POINT,8,1,0,7,9,2013,0,3,1,n,KLS,
NATOA (GROTTO),6,0,0,6,25,2013,1,3,1,n,KLS,
OLGA ROCKS NE,8,0,0,7,9,2013,0,3,1,n,KLS,
OLGA ROCKS SW,8,0,0,7,9,2013,1,3,1,n,KLS,
OUTER (PYE),7,0,1,6,25,2013,135,3,1,n,KLS,
PERL,7,0,0,6,25,2013,0,3,1,n,KLS,
PINNACLE ROCK,8,1,1,7,9,2013,740,3,1,n,KLS,
POINT ELRINGTON,6,1,0,6,25,2013,1,3,1,n,KLS,
POINT MARSH,5,0,0,6,23,2013,0,3,1,n,KLS,
PROCESSION ROCKS,6,0,0,6,25,2013,2,3,1,n,KLS,
PUALE BAY,7,0,0,7,8,2013,0,3,1,n,KLS,
RAGGED/HOOF POINT,6,0,0,6,25,2013,0,3,1,n,KLS,
RK NEAR SEA OTTER,7,0,0,6,28,2013,0,3,1,n,KLS,
SAIL,5,0,0,6,23,2013,0,3,1,n,KLS,
SEA LION ISLANDS,5,1,0,6,24,2013,3,3,1,n,KLS,
SEA LION ROCK (PUFFIN BAY),5,0,0,6,22,2013,0,3,1,n,KLS,
SEA LION ROCKS (MARMOT),7,1,0,6,28,2013,0,3,1,n,KLS,
SEA LION ROCKS (SHUMAGINS),8,1,0,7,9,2013,0,3,1,n,KLS,
SEA OTTER,7,0,0,6,28,2013,0,3,1,n,KLS,
SEAL ROCKS,6,1,1,6,25,2013,807,3,1,n,KLS,
SEAL ROCKS (KENAI),6,1,0,6,25,2013,0,3,1,n,KLS,
SHAKUN ROCKS,7,0,0,6,28,2013,4,3,1,n,KLS,
SITKINAK/CAPE SITKINAK,7,1,0,7,8,2013,1,3,1,n,KLS,
SOUTH MARBLE,5,0,0,6,24,2013,7,3,1,n,KLS,
SOUTH ROCKS,8,0,1,7,9,2013,63,3,1,n,KLS,
SUGARLOAF,7,1,1,7,2,2013,860,3,1,n,KLS,
SUNSET,5,0,0,6,23,2013,3,3,1,n,KLS,
SUSHILNOI ROCKS,8,0,0,7,9,2013,12,3,1,n,KLS,
SUTWIK,7,1,0,7,8,2013,19,3,1,n,KLS,
THE BROTHERS/SW,5,1,0,6,23,2013,0,3,1,n,KLS,
THE HAYSTACKS,8,0,0,7,9,2013,0,3,1,n,KLS,
THE NEEDLE,6,1,0,6,25,2013,29,3,1,n,KLS,
THE WHALEBACK,8,0,0,7,9,2013,62,3,1,n,KLS,
TIMBERED,5,0,0,6,23,2013,3,3,1,n,KLS,
TWOHEADED,7,1,0,7,8,2013,48,3,1,n,KLS,
UNGA/ACHEREDIN POINT,8,0,0,7,9,2013,0,3,1,n,KLS,
USHAGAT/NW,7,1,0,7,2,2013,0,3,1,n,KLS,
USHAGAT/ROCKS SOUTH,7,1,0,7,2,2013,0,3,1,n,KLS,
USHAGAT/SW,7,1,1,7,2,2013,100,3,1,n,KLS,
WEST ROCK,5,0,0,6,23,2013,0,3,1,n,KLS,
WHITE SISTERS,5,1,1,6,24,2013,922,3,1,n,KLS,
WOLF ROCK,5,0,0,6,23,2013,0,3,1,n,KLS,
WOODED (FISH),6,1,1,6,25,2013,279,3,1,n,KLS,
WOSNESENSKI,8,0,0,7,9,2013,0,3,1,n,KLS,
YASHA,5,0,0,6,23,2013,8,3,1,n,KLS,
AIALIK CAPE,6,0,0,6,25,2013,0,3,1,n,LF,
AIUGNAK COLUMNS,7,0,0,7,8,2013,0,3,1,n,LF,
ATKINS,8,1,1,7,9,2013,257,3,1,n,LF,
BENJAMIN,5,0,0,6,23,2013,0,3,1,n,LF,
BIALI ROCK,5,1,1,6,23,2013,187,3,1,n,LF,
BIRD,8,1,0,7,9,2013,0,3,1,n,LF,
CAPE ADDINGTON,5,0,0,6,23,2013,3,3,1,n,LF,
CAPE BARTOLOME,5,0,0,6,23,2013,0,3,1,n,LF,
CAPE FAIRFIELD,6,0,0,6,25,2013,0,3,1,n,LF,
CAPE GULL,7,0,0,6,28,2013,0,3,1,n,LF,
CAPE HINCHINBROOK,6,0,0,6,25,2013,0,3,1,n,LF,
CAPE OMMANEY,5,0,0,6,22,2013,1,3,1,n,LF,
CAPE RESURRECTION,6,0,0,6,25,2013,0,3,1,n,LF,
CAPE ST. ELIAS,6,1,0,6,25,2013,44,3,1,n,LF,
CASTLE ROCK,8,1,0,7,9,2013,0,3,1,n,LF,
CATON,8,0,0,7,9,2013,0,3,1,n,LF,
CHERNABURA,8,1,1,7,9,2013,251,3,1,n,LF,
CHIRIKOF,7,1,1,7,8,2013,196,3,1,n,LF,
CHISWELL ISLANDS,6,1,1,6,25,2013,76,3,1,n,LF,
CHOWIET,7,1,1,7,8,2013,613,3,1,n,LF,
CLUBBING ROCKS NORTH,8,1,1,7,9,2013,290,3,1,n,LF,
CLUBBING ROCKS SOUTH,8,1,1,7,9,2013,602,3,1,n,LF,
CORONATION,5,1,0,6,22,2013,0,3,1,n,LF,
EASTERLY,5,0,0,6,23,2013,2,3,1,n,LF,
FORRESTER/C HORN RK,5,1,1,6,23,2013,270,3,1,n,LF,
FORRESTER/FORRESTER ISLAND,5,1,0,6,23,2013,0,3,1,n,LF,
FORRESTER/LOWRIE,5,1,1,6,23,2013,1868,3,1,n,LF,
FORRESTER/NORTH RK,5,1,1,6,23,2013,581,3,1,n,LF,
FORRESTER/SEA LION RK,5,1,1,6,23,2013,499,3,1,n,LF,
GLACIER,6,1,0,6,25,2013,6,3,1,n,LF,
GRAN (LEDGE) POINT,5,0,0,6,23,2013,0,3,1,n,LF,
GRANITE CAPE,6,0,0,6,25,2013,0,3,1,n,LF,
GRAVES ROCK,5,1,1,6,24,2013,553,3,1,n,LF,
GRINDALL,5,0,0,6,23,2013,0,3,1,n,LF,
HAZY,5,1,1,6,22,2013,1840,3,1,n,LF,
HOOK POINT,6,0,0,6,25,2013,0,3,1,n,LF,
INIAN,5,0,0,6,24,2013,0,3,1,n,LF,
JACOB ROCK,5,1,0,6,23,2013,1,3,1,n,LF,
JUDE,8,0,1,7,9,2013,340,3,1,n,LF,
KAIUCHALI (BIORKA),5,0,0,6,23,2013,0,3,1,n,LF,
KAK,8,0,0,7,9,2013,0,3,1,n,LF,
KILOKAK ROCKS,7,0,0,7,8,2013,0,3,1,n,LF,
KODIAK/CAPE BARNABAS,7,1,0,7,8,2013,0,3,1,n,LF,
KODIAK/CAPE CHINIAK,7,1,0,7,8,2013,0,3,1,n,LF,
KODIAK/CAPE IKOLIK,7,0,0,7,8,2013,0,3,1,n,LF,
KODIAK/CAPE UGAT,7,0,0,6,28,2013,0,3,1,n,LF,
KODIAK/GULL POINT,7,0,0,7,8,2013,0,3,1,n,LF,
KODIAK/STEEP CAPE,7,0,0,6,28,2013,0,3,1,n,LF,
LATAX ROCKS,7,1,0,6,28,2013,15,3,1,n,LF,
LIGHTHOUSE ROCKS,8,0,1,7,9,2013,8,3,1,n,LF,
LONG ISLAND,7,1,0,6,28,2013,0,3,1,n,LF,
MARMOT,7,1,1,6,28,2013,561,3,1,n,LF,
Middle Pass Rock,5,0,0,6,24,2013,0,3,1,n,LF,
NAGAI ROCKS,7,0,0,7,8,2013,7,3,1,n,LF,
NAGAI/MOUNTAIN POINT,8,1,0,7,9,2013,0,3,1,n,LF,
NATOA (GROTTO),6,0,0,6,25,2013,1,3,1,n,LF,
OLGA ROCKS NE,8,0,0,7,9,2013,0,3,1,n,LF,
OLGA ROCKS SW,8,0,0,7,9,2013,1,3,1,n,LF,
OUTER (PYE),7,0,1,6,25,2013,131,3,1,n,LF,
PERL,7,0,0,6,25,2013,0,3,1,n,LF,
PINNACLE ROCK,8,1,1,7,9,2013,745,3,1,n,LF,
POINT ELRINGTON,6,1,0,6,25,2013,1,3,1,n,LF,
POINT MARSH,5,0,0,6,23,2013,0,3,1,n,LF,
PROCESSION ROCKS,6,0,0,6,25,2013,2,3,1,n,LF,
PUALE BAY,7,0,0,7,8,2013,0,3,1,n,LF,
RAGGED/HOOF POINT,6,0,0,6,25,2013,0,3,1,n,LF,
RK NEAR SEA OTTER,7,0,0,6,28,2013,0,3,1,n,LF,
SAIL,5,0,0,6,23,2013,0,3,1,n,LF,
SEA LION ISLANDS,5,1,0,6,24,2013,2,3,1,n,LF,
SEA LION ROCK (PUFFIN BAY),5,0,0,6,22,2013,0,3,1,n,LF,
SEA LION ROCKS (MARMOT),7,1,0,6,28,2013,0,3,1,n,LF,
SEA LION ROCKS (SHUMAGINS),8,1,0,7,9,2013,0,3,1,n,LF,
SEA OTTER,7,0,0,6,28,2013,0,3,1,n,LF,
SEAL ROCKS,6,1,1,6,25,2013,798,3,1,n,LF,
SEAL ROCKS (KENAI),6,1,0,6,25,2013,0,3,1,n,LF,
SHAKUN ROCKS,7,0,0,6,28,2013,4,3,1,n,LF,
SITKINAK/CAPE SITKINAK,7,1,0,7,8,2013,1,3,1,n,LF,
SOUTH MARBLE,5,0,0,6,24,2013,7,3,1,n,LF,
SOUTH ROCKS,8,0,1,7,9,2013,64,3,1,n,LF,
SUGARLOAF,7,1,1,7,2,2013,863,3,1,n,LF,
SUNSET,5,0,0,6,23,2013,2,3,1,n,LF,
SUSHILNOI ROCKS,8,0,0,7,9,2013,12,3,1,n,LF,
SUTWIK,7,1,0,7,8,2013,19,3,1,n,LF,
THE BROTHERS/SW,5,1,0,6,23,2013,1,3,1,n,LF,
THE HAYSTACKS,8,0,0,7,9,2013,0,3,1,n,LF,
THE NEEDLE,6,1,0,6,25,2013,29,3,1,n,LF,
THE WHALEBACK,8,0,0,7,9,2013,60,3,1,n,LF,
TIMBERED,5,0,0,6,23,2013,5,3,1,n,LF,
TWOHEADED,7,1,0,7,8,2013,49,3,1,n,LF,
UNGA/ACHEREDIN POINT,8,0,0,7,9,2013,0,3,1,n,LF,
USHAGAT/NW,7,1,0,7,2,2013,0,3,1,n,LF,
USHAGAT/ROCKS SOUTH,7,1,0,7,2,2013,0,3,1,n,LF,
USHAGAT/SW,7,1,1,7,2,2013,101,3,1,n,LF,
WEST ROCK,5,0,0,6,23,2013,1,3,1,n,LF,
WHITE SISTERS,5,1,1,6,24,2013,927,3,1,n,LF,
WOLF ROCK,5,0,0,6,23,2013,0,3,1,n,LF,
WOODED (FISH),6,1,1,6,25,2013,272,3,1,n,LF,
WOSNESENSKI,8,0,0,7,9,2013,0,3,1,n,LF,
YASHA,5,0,0,6,23,2013,8,3,1,n,LF,
AGATTU/CAPE SABAK,11,1,1,6,25,2014,45,10,1,n,KLS,Hexacopter aerial photos
AGATTU/CAPE SABAK,11,1,1,6,25,2014,44,10,1,n,LF,Hexacopter aerial photos
AGATTU/GILLON POINT,11,1,1,6,24,2014,82,10,1,n,KLS,Hexacopter aerial photos
AGATTU/GILLON POINT,11,1,1,6,24,2014,79,10,1,n,LF,Hexacopter aerial photos
ALAID,11,1,0,6,22,2014,16,10,1,n,KLS,Hexacopter aerial photos
ALAID,11,1,0,6,22,2014,16,10,1,n,LF,Hexacopter aerial photos
AMCHITKA/EAST CAPE,10,1,0,6,28,2014,9,10,1,n,KLS,Hexacopter aerial photos
AMCHITKA/EAST CAPE,10,1,0,6,28,2014,9,10,1,n,LF,Hexacopter aerial photos
ATTU/CAPE WRANGELL,11,0,1,6,23,2014,35,10,1,n,KLS,Hexacopter aerial photos
ATTU/CAPE WRANGELL,11,0,1,6,23,2014,34,10,1,n,LF,Hexacopter aerial photos
ATTU/CHICHAGOF POINT,11,0,0,6,25,2014,0,10,1,n,KLS,Hexacopter aerial photos
ATTU/CHICHAGOF POINT,11,0,0,6,25,2014,0,10,1,n,LF,Hexacopter aerial photos
AYUGADAK,10,1,1,6,28,2014,43,10,1,n,KLS,Hexacopter aerial photos
AYUGADAK,10,1,1,6,28,2014,41,10,1,n,LF,Hexacopter aerial photos
KISKA/CAPE ST STEPHEN,10,1,1,6,27,2014,70,10,1,n,KLS,Hexacopter aerial photos
KISKA/CAPE ST STEPHEN,10,1,1,6,27,2014,72,10,1,n,LF,Hexacopter aerial photos
KISKA/LIEF COVE,10,1,1,6,26,2014,85,10,1,n,KLS,Hexacopter aerial photos
KISKA/LIEF COVE,10,1,1,6,26,2014,84,10,1,n,LF,Hexacopter aerial photos
SEMISOPOCHNOI/POCHNOI,10,0,0,6,21,2014,8,10,1,n,KLS,Hexacopter aerial photos
SEMISOPOCHNOI/POCHNOI,10,0,0,6,21,2014,8,10,1,n,LF,Hexacopter aerial photos
ULAK/HASGOX POINT,10,1,1,6,29,2014,178,10,1,y,KLS,"Hexacopter aerial photos, surveyed by otter on 7/9 too, reported otter count"
ULAK/HASGOX POINT,10,1,1,6,29,2014,175,10,1,y,LF,"Hexacopter aerial photos, surveyed by otter on 7/9 too, reported otter count"
ADAK/CAPE KAGIGIKAK,10,,,6,30,2014,4,3,1,n,KLS,NEW SITE
ADAK/CAPE YAKAK,10,1,0,6,30,2014,0,3,1,n,KLS,
ADAK/CRONE ISLAND,10,0,0,6,30,2014,0,3,1,n,KLS,
ADAK/LAKE POINT,10,1,1,6,30,2014,247,3,1,n,KLS,
ADUGAK,9,1,1,6,28,2014,294,3,1,n,KLS,
AGLIGADAK,10,1,0,7,9,2014,0,3,1,n,KLS,
AIKTAK,9,0,0,6,23,2014,7,3,1,n,KLS,
AKUTAN/CAPE MORGAN,9,1,1,6,23,2014,743,3,1,n,KLS,
AKUTAN/REEF-LAVA,9,1,0,6,28,2014,21,3,1,n,KLS,
AMAK+ROCKS,9,1,0,6,23,2014,4,3,1,n,KLS,
AMATIGNAK/NITROF POINT,10,1,0,7,9,2014,0,3,1,n,KLS,
AMLIA/CAPE MISTY,10,0,0,7,9,2014,0,3,1,n,KLS,
AMLIA/EAST CAPE,10,1,0,7,9,2014,2,3,1,n,KLS,
AMLIA/SVIECH. HARBOR,10,0,0,7,9,2014,34,3,1,n,KLS,
ANAGAKSIK,10,1,0,7,9,2014,0,3,1,n,KLS,
ATKA/CAPE KOROVIN,10,1,0,7,9,2014,0,3,1,n,KLS,
ATKA/NORTH CAPE,10,1,0,7,9,2014,0,3,1,n,KLS,
ATKINS,8,1,1,6,23,2014,310,3,1,n,KLS,
AVATANAK/S,9,,,6,23,2014,0,3,1,n,KLS,Sitename NOT IN DB
AVATANAK/SE,9,,,6,28,2014,0,3,1,n,KLS,NEW SITE
BIRD,8,1,0,6,23,2014,4,3,1,n,KLS,
BIRD (SHUMAGINS),8,,,6,23,2014,0,3,1,n,KLS,NEW SITE
BOGOSLOF/FIRE ISLAND,9,1,1,6,28,2014,336,3,1,n,KLS,
CARLISLE,10,1,0,6,28,2014,0,3,1,n,KLS,
CASTLE ROCK,8,1,0,6,23,2014,4,3,1,n,KLS,
CATON,8,0,0,6,23,2014,1,3,1,n,KLS,
CHERNABURA,8,1,1,6,23,2014,262,3,1,n,KLS,
CHUGINADAK,10,1,0,6,28,2014,1,3,1,n,KLS,
CHUGUL,10,0,0,7,9,2014,0,3,1,n,KLS,
CLUBBING ROCKS NORTH,8,1,1,6,23,2014,228,3,1,n,KLS,
CLUBBING ROCKS SOUTH,8,1,1,6,23,2014,483,3,1,n,KLS,
EGG,9,0,0,6,28,2014,0,3,1,n,KLS,
EGG/SE Tip,9,,,6,28,2014,0,3,1,n,KLS,Sitename NOT IN DB
FENIMORE,10,0,0,7,9,2014,0,3,1,n,KLS,
GRAMP ROCK,10,1,1,7,9,2014,234,3,1,n,KLS,
HERBERT,10,1,0,6,28,2014,0,3,1,n,KLS,
ILAK,10,0,0,7,9,2014,0,3,1,n,KLS,
INNER SIGNAL,9,0,0,6,28,2014,0,3,1,n,KLS,
JUDE,8,0,1,6,23,2014,300,3,1,n,KLS,
KAGALASKA,10,0,0,6,30,2014,0,3,1,n,KLS,
KAGAMIL,10,1,0,6,28,2014,0,3,1,n,KLS,
KANAGA/SHIP ROCK,10,0,1,6,30,2014,206,3,1,n,KLS,
KASATOCHI/NORTH POINT,10,1,1,7,9,2014,373,3,1,n,KLS,
KAVALGA,10,1,0,6,30,2014,0,3,1,n,KLS,
KUPREANOF POINT,8,0,0,6,23,2014,0,3,1,n,KLS,
LITTLE TANAGA STRAIT,10,1,0,6,30,2014,0,3,1,n,KLS,
MITROFANIA,8,0,0,6,23,2014,4,3,1,n,KLS,
OGCHUL,9,1,1,6,28,2014,131,3,1,n,KLS,
OGLIUGA,10,0,0,6,30,2014,0,3,1,n,KLS,
OGLODAK,10,0,0,7,9,2014,0,3,1,n,KLS,
OLD MAN ROCKS,9,0,0,6,28,2014,0,3,1,n,KLS,
OLGA ROCKS NE,8,0,0,6,23,2014,0,3,1,n,KLS,
OLGA ROCKS SW,8,0,0,6,23,2014,5,3,1,n,KLS,
PINNACLE ROCK,8,1,1,6,23,2014,715,3,1,n,KLS,
POLIVNOI ROCK,9,0,0,6,28,2014,0,3,1,n,KLS,
ROOTOK/EAST,9,0,0,6,23,2014,0,3,1,n,KLS,
ROOTOK/NORTH,9,0,0,6,23,2014,0,3,1,n,KLS,
SAGIGIK,10,1,0,7,9,2014,0,3,1,n,KLS,
SALT,10,1,0,7,9,2014,0,3,1,n,KLS,
SEA LION ROCK (AMAK),9,1,1,6,23,2014,180,3,1,n,KLS,
SEA LION ROCKS (SHUMAGINS),8,1,0,6,23,2014,0,3,1,n,KLS,
SEGUAM/FINCH POINT,10,1,0,7,9,2014,2,3,1,n,KLS,
SEGUAM/LAVA COVE,10,1,0,7,9,2014,0,3,1,n,KLS,
SEGUAM/MOUNDHILL POINT,10,,,7,9,2014,0,3,1,n,KLS,NEW SITE
SEGUAM/SADDLERIDGE,10,1,1,7,9,2014,529,3,1,n,KLS,
SEGUAM/SW RIP,10,1,0,7,9,2014,0,3,1,n,KLS,
SEGUAM/TURF POINT,10,1,0,7,9,2014,0,3,1,n,KLS,
SILAK,10,1,0,6,30,2014,0,3,1,n,KLS,
SKAGUL/S. POINT,10,0,0,6,30,2014,0,3,1,n,KLS,
SPITZ,8,1,0,6,23,2014,0,3,1,n,KLS,
SUSHILNOI ROCKS,8,0,0,6,23,2014,61,3,1,n,KLS,
TAG,10,1,1,7,9,2014,105,3,1,n,KLS,
TAGALAK,10,0,0,7,9,2014,0,3,1,n,KLS,
TAGALAK/PASS,10,,,7,9,2014,12,3,1,n,KLS,NEW SITE
TANGINAK,9,0,0,6,28,2014,0,3,1,n,KLS,
THE HAYSTACKS,8,0,0,6,23,2014,1,3,1,n,KLS,
THE PILLARS,9,0,0,6,28,2014,1,3,1,n,KLS,
THE WHALEBACK,8,0,0,6,23,2014,57,3,1,n,KLS,
TIGALDA/ROCKS NE,9,0,0,6,23,2014,0,3,1,n,KLS,
TIGALDA/SOUTH SIDE,9,0,0,6,23,2014,1,3,1,n,KLS,
UGAMAK/NORTH,9,1,1,6,23,2014,398,3,1,n,KLS,
UGAMAK/ROUND,9,1,1,6,23,2014,159,3,1,n,KLS,
UGAMAK/UGAMAK BAY,9,1,1,6,23,2014,242,3,1,n,KLS,
UGIDAK,10,1,0,7,9,2014,0,3,1,n,KLS,
ULAK/HASGOX POINT,10,1,1,7,9,2014,171,3,1,y,KLS,"surveyed by hex on 6/29 too, reported otter count"
ULIAGA,10,0,0,6,28,2014,1,3,1,n,KLS,
UMNAK/CAPE ASLIK,9,1,0,6,28,2014,2,3,1,n,KLS,
UNALASKA/BISHOP POINT,9,0,0,6,28,2014,3,3,1,n,KLS,
UNALASKA/CAPE IZIGAN,9,0,0,6,28,2014,42,3,1,n,KLS,
UNALASKA/PRIEST ROCK,9,0,0,6,23,2014,0,3,1,n,KLS,
UNALASKA/SPRAY CAPE,9,0,0,6,28,2014,1,3,1,n,KLS,
UNGA/ACHEREDIN POINT,8,0,0,6,23,2014,0,3,1,n,KLS,
UNIMAK/CAPE SARICHEF,9,0,0,6,23,2014,0,3,1,n,KLS,
UNIMAK/S OF OKSENOF POINT,9,,,6,23,2014,1,3,1,n,KLS,
UNALASKA/W OF MAKUSHIN BAY,9,,,6,28,2014,0,3,1,n,KLS,
VSEVIDOF,9,1,0,6,28,2014,0,3,1,n,KLS,
WOSNESENSKI,8,0,0,6,23,2014,0,3,1,n,KLS,
ADAK/CAPE KAGIGIKAK,10,,,6,30,2014,4,3,1,n,LF,NEW SITE
ADAK/CAPE YAKAK,10,1,0,6,30,2014,0,3,1,n,LF,
ADAK/CRONE ISLAND,10,0,0,6,30,2014,0,3,1,n,LF,
ADAK/LAKE POINT,10,1,1,6,30,2014,253,3,1,n,LF,
ADUGAK,9,1,1,6,28,2014,294,3,1,n,LF,
AGLIGADAK,10,1,0,7,9,2014,0,3,1,n,LF,
AIKTAK,9,0,0,6,23,2014,7,3,1,n,LF,
AKUTAN/CAPE MORGAN,9,1,1,6,23,2014,752,3,1,n,LF,
AKUTAN/REEF-LAVA,9,1,0,6,28,2014,21,3,1,n,LF,
AMAK+ROCKS,9,1,0,6,23,2014,4,3,1,n,LF,
AMATIGNAK/NITROF POINT,10,1,0,7,9,2014,0,3,1,n,LF,
AMLIA/CAPE MISTY,10,0,0,7,9,2014,0,3,1,n,LF,
AMLIA/EAST CAPE,10,1,0,7,9,2014,2,3,1,n,LF,
AMLIA/SVIECH. HARBOR,10,0,0,7,9,2014,34,3,1,n,LF,
ANAGAKSIK,10,1,0,7,9,2014,0,3,1,n,LF,
ATKA/CAPE KOROVIN,10,1,0,7,9,2014,0,3,1,n,LF,
ATKA/NORTH CAPE,10,1,0,7,9,2014,0,3,1,n,LF,
ATKINS,8,1,1,6,23,2014,320,3,1,n,LF,
AVATANAK/S,9,,,6,23,2014,0,3,1,n,LF,Sitename NOT IN DB
AVATANAK/SE,9,,,6,28,2014,0,3,1,n,LF,NEW SITE
BIRD,8,1,0,6,23,2014,4,3,1,n,LF,
BIRD (SHUMAGINS),8,,,6,23,2014,0,3,1,n,LF,NEW SITE
BOGOSLOF/FIRE ISLAND,9,1,1,6,28,2014,338,3,1,n,LF,
CARLISLE,10,1,0,6,28,2014,0,3,1,n,LF,
CASTLE ROCK,8,1,0,6,23,2014,4,3,1,n,LF,
CATON,8,0,0,6,23,2014,1,3,1,n,LF,
CHERNABURA,8,1,1,6,23,2014,271,3,1,n,LF,
CHUGINADAK,10,1,0,6,28,2014,1,3,1,n,LF,
CHUGUL,10,0,0,7,9,2014,0,3,1,n,LF,
CLUBBING ROCKS NORTH,8,1,1,6,23,2014,235,3,1,n,LF,
CLUBBING ROCKS SOUTH,8,1,1,6,23,2014,491,3,1,n,LF,
EGG,9,0,0,6,28,2014,0,3,1,n,LF,
EGG/SE Tip,9,,,6,28,2014,0,3,1,n,LF,Sitename NOT IN DB
FENIMORE,10,0,0,7,9,2014,0,3,1,n,LF,
GRAMP ROCK,10,1,1,7,9,2014,239,3,1,n,LF,
HERBERT,10,1,0,6,28,2014,0,3,1,n,LF,
ILAK,10,0,0,7,9,2014,0,3,1,n,LF,
INNER SIGNAL,9,0,0,6,28,2014,0,3,1,n,LF,
JUDE,8,0,1,6,23,2014,309,3,1,n,LF,
KAGALASKA,10,0,0,6,30,2014,0,3,1,n,LF,
KAGAMIL,10,1,0,6,28,2014,0,3,1,n,LF,
KANAGA/SHIP ROCK,10,0,1,6,30,2014,208,3,1,n,LF,
KASATOCHI/NORTH POINT,10,1,1,7,9,2014,380,3,1,n,LF,
KAVALGA,10,1,0,6,30,2014,0,3,1,n,LF,
KUPREANOF POINT,8,0,0,6,23,2014,0,3,1,n,LF,
LITTLE TANAGA STRAIT,10,1,0,6,30,2014,0,3,1,n,LF,
MITROFANIA,8,0,0,6,23,2014,4,3,1,n,LF,
OGCHUL,9,1,1,6,28,2014,130,3,1,n,LF,
OGLIUGA,10,0,0,6,30,2014,0,3,1,n,LF,
OGLODAK,10,0,0,7,9,2014,0,3,1,n,LF,
OLD MAN ROCKS,9,0,0,6,28,2014,0,3,1,n,LF,
OLGA ROCKS NE,8,0,0,6,23,2014,0,3,1,n,LF,
OLGA ROCKS SW,8,0,0,6,23,2014,5,3,1,n,LF,
PINNACLE ROCK,8,1,1,6,23,2014,714,3,1,n,LF,
POLIVNOI ROCK,9,0,0,6,28,2014,0,3,1,n,LF,
ROOTOK/EAST,9,0,0,6,23,2014,0,3,1,n,LF,
ROOTOK/NORTH,9,0,0,6,23,2014,0,3,1,n,LF,
SAGIGIK,10,1,0,7,9,2014,0,3,1,n,LF,
SALT,10,1,0,7,9,2014,0,3,1,n,LF,
SEA LION ROCK (AMAK),9,1,1,6,23,2014,190,3,1,n,LF,
SEA LION ROCKS (SHUMAGINS),8,1,0,6,23,2014,0,3,1,n,LF,
SEGUAM/FINCH POINT,10,1,0,7,9,2014,2,3,1,n,LF,
SEGUAM/LAVA COVE,10,1,0,7,9,2014,0,3,1,n,LF,
SEGUAM/MOUNDHILL POINT,10,,,7,9,2014,0,3,1,n,LF,Sitename NOT IN DB
SEGUAM/SADDLERIDGE,10,1,1,7,9,2014,532,3,1,n,LF,
SEGUAM/SW RIP,10,1,0,7,9,2014,0,3,1,n,LF,
SEGUAM/TURF POINT,10,1,0,7,9,2014,0,3,1,n,LF,
SILAK,10,1,0,6,30,2014,0,3,1,n,LF,
SKAGUL/S. POINT,10,0,0,6,30,2014,0,3,1,n,LF,
SPITZ,8,1,0,6,23,2014,0,3,1,n,LF,
SUSHILNOI ROCKS,8,0,0,6,23,2014,63,3,1,n,LF,
TAG,10,1,1,7,9,2014,104,3,1,n,LF,
TAGALAK,10,0,0,7,9,2014,0,3,1,n,LF,
TAGALAK/PASS,10,,,7,9,2014,12,3,1,n,LF,NEW SITE
TANGINAK,9,0,0,6,28,2014,0,3,1,n,LF,
THE HAYSTACKS,8,0,0,6,23,2014,1,3,1,n,LF,
THE PILLARS,9,0,0,6,28,2014,1,3,1,n,LF,
THE WHALEBACK,8,0,0,6,23,2014,59,3,1,n,LF,
TIGALDA/ROCKS NE,9,0,0,6,23,2014,0,3,1,n,LF,
TIGALDA/SOUTH SIDE,9,0,0,6,23,2014,1,3,1,n,LF,
UGAMAK/NORTH,9,1,1,6,23,2014,407,3,1,n,LF,
UGAMAK/ROUND,9,1,1,6,23,2014,162,3,1,n,LF,
UGAMAK/UGAMAK BAY,9,1,1,6,23,2014,241,3,1,n,LF,
